Timestamp: 2024-05-07T13:39:42.384Z	LogLevel: Info/Debug	Message: Program Started
Timestamp: 2024-05-07T13:39:42.642Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-07T13:39:42.642Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.642Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.642Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.642Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.642Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.643Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.643Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-07T13:39:42.643Z	LogLevel: Debug	Message: Time taken to process order: 1ms
Timestamp: 2024-05-07T13:39:42.643Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-07T13:39:42.643Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.643Z	LogLevel: Info	Message: calculated discount: 0.07
Timestamp: 2024-05-07T13:39:42.643Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.643Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.643Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.644Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.644Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.644Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-07T13:39:42.644Z	LogLevel: Debug	Message: Time taken to process order: 1ms
Timestamp: 2024-05-07T13:39:42.644Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-07T13:39:42.644Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.644Z	LogLevel: Info	Message: calculated discount: 0.1
Timestamp: 2024-05-07T13:39:42.644Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.644Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-07T13:39:42.644Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.645Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.645Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.645Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.645Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-07T13:39:42.645Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-07T13:39:42.645Z	LogLevel: Debug	Message: Time taken to process order: 1ms
Timestamp: 2024-05-07T13:39:42.645Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-07T13:39:42.645Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.645Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-07T13:39:42.646Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.646Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.646Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.646Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.646Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.646Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-07T13:39:42.646Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-07T13:39:42.646Z	LogLevel: Debug	Message: Time taken to process order: 1ms
Timestamp: 2024-05-07T13:39:42.646Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-07T13:39:42.646Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.647Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.647Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-07T13:39:42.647Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.647Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.647Z	LogLevel: Info	Message: calculated discount: 0.25
Timestamp: 2024-05-07T13:39:42.647Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.647Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-07T13:39:42.647Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.647Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-07T13:39:42.647Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-07T13:39:42.647Z	LogLevel: Debug	Message: Time taken to process order: 1ms
Timestamp: 2024-05-07T13:39:42.649Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-07T13:39:42.649Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.649Z	LogLevel: Info	Message: calculated discount: 0.1
Timestamp: 2024-05-07T13:39:42.649Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.649Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.649Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.649Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.649Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.649Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-07T13:39:42.649Z	LogLevel: Debug	Message: Time taken to process order: 0ms
Timestamp: 2024-05-07T13:39:42.650Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-07T13:39:42.650Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.650Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-07T13:39:42.650Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.650Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.650Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.650Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.650Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.650Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-07T13:39:42.650Z	LogLevel: Debug	Message: Time taken to process order: 0ms
Timestamp: 2024-05-07T13:39:42.650Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-07T13:39:42.651Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.651Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.651Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.651Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.651Z	LogLevel: Info	Message: calculated discount: 0.14
Timestamp: 2024-05-07T13:39:42.651Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.651Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-07T13:39:42.651Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.651Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-07T13:39:42.652Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-07T13:39:42.652Z	LogLevel: Debug	Message: Time taken to process order: 2ms
Timestamp: 2024-05-07T13:39:42.652Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-07T13:39:42.652Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.652Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.652Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.652Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.652Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.652Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-07T13:39:42.653Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.653Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-07T13:39:42.653Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-07T13:39:42.653Z	LogLevel: Debug	Message: Time taken to process order: 1ms
Timestamp: 2024-05-07T13:39:42.653Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-07T13:39:42.653Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.653Z	LogLevel: Info	Message: calculated discount: 0.1
Timestamp: 2024-05-07T13:39:42.653Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.653Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.654Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.654Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.654Z	LogLevel: Info	Message: calculated discount: 0.2
Timestamp: 2024-05-07T13:39:42.654Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.654Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-07T13:39:42.654Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-07T13:39:42.654Z	LogLevel: Debug	Message: Time taken to process order: 1ms
Timestamp: 2024-05-07T13:39:42.654Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-07T13:39:42.655Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.655Z	LogLevel: Info	Message: calculated discount: 0.1
Timestamp: 2024-05-07T13:39:42.655Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.655Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.655Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.655Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.655Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.658Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-07T13:39:42.658Z	LogLevel: Debug	Message: Time taken to process order: 4ms
Timestamp: 2024-05-07T13:39:42.658Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-07T13:39:42.658Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.659Z	LogLevel: Info	Message: calculated discount: 0.07
Timestamp: 2024-05-07T13:39:42.659Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.659Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.659Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.659Z	LogLevel: Info	Message: calculated discount: 0.22
Timestamp: 2024-05-07T13:39:42.659Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.659Z	LogLevel: Info	Message: calculated discount: 0.15
Timestamp: 2024-05-07T13:39:42.659Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.659Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-07T13:39:42.660Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-07T13:39:42.660Z	LogLevel: Debug	Message: Time taken to process order: 2ms
Timestamp: 2024-05-07T13:39:42.660Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-07T13:39:42.660Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.660Z	LogLevel: Info	Message: calculated discount: 0.07
Timestamp: 2024-05-07T13:39:42.660Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.660Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-07T13:39:42.660Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.660Z	LogLevel: Info	Message: calculated discount: 0.02
Timestamp: 2024-05-07T13:39:42.661Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.661Z	LogLevel: Info	Message: calculated discount: 0.15
Timestamp: 2024-05-07T13:39:42.661Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-07T13:39:42.661Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-07T13:39:42.661Z	LogLevel: Info/Debug	Message: Ended processing an order
