Timestamp: 2024-05-08T18:30:54.089Z	LogLevel: Info/Debug	Message: Program Started
Timestamp: 2024-05-08T18:30:54.265Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-08T18:30:54.265Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-08T18:30:54.265Z	LogLevel: Debug	Message: Time taken to process order: 3ms
Timestamp: 2024-05-08T18:30:54.266Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-08T18:30:54.266Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.266Z	LogLevel: Info	Message: calculated discount: 0.1
Timestamp: 2024-05-08T18:30:54.266Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.266Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.267Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.267Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.268Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.268Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-08T18:30:54.268Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-08T18:30:54.268Z	LogLevel: Debug	Message: Time taken to process order: 2ms
Timestamp: 2024-05-08T18:30:54.268Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-08T18:30:54.269Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.269Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.269Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.269Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.269Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.269Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.270Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-08T18:30:54.270Z	LogLevel: Debug	Message: Time taken to process order: 2ms
Timestamp: 2024-05-08T18:30:54.270Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-08T18:30:54.270Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.270Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-08T18:30:54.270Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.270Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.270Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.270Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.272Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.272Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-08T18:30:54.272Z	LogLevel: Debug	Message: Time taken to process order: 2ms
Timestamp: 2024-05-08T18:30:54.272Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-08T18:30:54.272Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.273Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-08T18:30:54.273Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.273Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-08T18:30:54.273Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.274Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.274Z	LogLevel: Info	Message: calculated discount: 0.11
Timestamp: 2024-05-08T18:30:54.274Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.275Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.275Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-08T18:30:54.275Z	LogLevel: Debug	Message: Time taken to process order: 3ms
Timestamp: 2024-05-08T18:30:54.276Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-08T18:30:54.276Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.276Z	LogLevel: Info	Message: calculated discount: 0.1
Timestamp: 2024-05-08T18:30:54.277Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.277Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.277Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.277Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.278Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.278Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-08T18:30:54.278Z	LogLevel: Debug	Message: Time taken to process order: 2ms
Timestamp: 2024-05-08T18:30:54.278Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-08T18:30:54.279Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.279Z	LogLevel: Info	Message: calculated discount: 0.07
Timestamp: 2024-05-08T18:30:54.279Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.279Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.279Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.280Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.280Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.280Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-08T18:30:54.280Z	LogLevel: Debug	Message: Time taken to process order: 2ms
Timestamp: 2024-05-08T18:30:54.281Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-08T18:30:54.281Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.281Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.281Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.281Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.281Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.281Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.281Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-08T18:30:54.281Z	LogLevel: Debug	Message: Time taken to process order: 0ms
Timestamp: 2024-05-08T18:30:54.282Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-08T18:30:54.282Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.282Z	LogLevel: Info	Message: calculated discount: 0.07
Timestamp: 2024-05-08T18:30:54.282Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.282Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.282Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.283Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.283Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.283Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-08T18:30:54.283Z	LogLevel: Debug	Message: Time taken to process order: 1ms
Timestamp: 2024-05-08T18:30:54.283Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-08T18:30:54.284Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.284Z	LogLevel: Info	Message: calculated discount: 0.1
Timestamp: 2024-05-08T18:30:54.284Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.284Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-08T18:30:54.284Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.284Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.285Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.285Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.285Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-08T18:30:54.285Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-08T18:30:54.285Z	LogLevel: Debug	Message: Time taken to process order: 2ms
Timestamp: 2024-05-08T18:30:54.285Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-08T18:30:54.286Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.286Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-08T18:30:54.286Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.286Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.286Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.287Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.287Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.287Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-08T18:30:54.287Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-08T18:30:54.287Z	LogLevel: Debug	Message: Time taken to process order: 2ms
Timestamp: 2024-05-08T18:30:54.287Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-08T18:30:54.288Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.288Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.288Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-08T18:30:54.289Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.289Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.290Z	LogLevel: Info	Message: calculated discount: 0.25
Timestamp: 2024-05-08T18:30:54.291Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.291Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-08T18:30:54.291Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.291Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-08T18:30:54.291Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-08T18:30:54.291Z	LogLevel: Debug	Message: Time taken to process order: 4ms
Timestamp: 2024-05-08T18:30:54.292Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-08T18:30:54.292Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.292Z	LogLevel: Info	Message: calculated discount: 0.1
Timestamp: 2024-05-08T18:30:54.292Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.292Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.293Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.293Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.293Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.293Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-08T18:30:54.293Z	LogLevel: Debug	Message: Time taken to process order: 1ms
Timestamp: 2024-05-08T18:30:54.294Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-08T18:30:54.294Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.294Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-08T18:30:54.294Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.294Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.294Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.295Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.295Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.295Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-08T18:30:54.295Z	LogLevel: Debug	Message: Time taken to process order: 1ms
Timestamp: 2024-05-08T18:30:54.295Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-08T18:30:54.296Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.296Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.296Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.296Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.296Z	LogLevel: Info	Message: calculated discount: 0.14
Timestamp: 2024-05-08T18:30:54.297Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.297Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-08T18:30:54.297Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.297Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-08T18:30:54.297Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-08T18:30:54.297Z	LogLevel: Debug	Message: Time taken to process order: 2ms
Timestamp: 2024-05-08T18:30:54.298Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-08T18:30:54.298Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.298Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.298Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.298Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.298Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.299Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-08T18:30:54.299Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.299Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-08T18:30:54.299Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-08T18:30:54.299Z	LogLevel: Debug	Message: Time taken to process order: 1ms
Timestamp: 2024-05-08T18:30:54.300Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-08T18:30:54.300Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.300Z	LogLevel: Info	Message: calculated discount: 0.1
Timestamp: 2024-05-08T18:30:54.300Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.300Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.300Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.300Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.302Z	LogLevel: Info	Message: calculated discount: 0.2
Timestamp: 2024-05-08T18:30:54.302Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.302Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-08T18:30:54.303Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-08T18:30:54.303Z	LogLevel: Debug	Message: Time taken to process order: 3ms
Timestamp: 2024-05-08T18:30:54.303Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-08T18:30:54.303Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.304Z	LogLevel: Info	Message: calculated discount: 0.1
Timestamp: 2024-05-08T18:30:54.304Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.304Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.304Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.304Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.305Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.305Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-08T18:30:54.305Z	LogLevel: Debug	Message: Time taken to process order: 2ms
Timestamp: 2024-05-08T18:30:54.305Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-08T18:30:54.306Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.306Z	LogLevel: Info	Message: calculated discount: 0.07
Timestamp: 2024-05-08T18:30:54.306Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.306Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.307Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.307Z	LogLevel: Info	Message: calculated discount: 0.22
Timestamp: 2024-05-08T18:30:54.307Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.307Z	LogLevel: Info	Message: calculated discount: 0.15
Timestamp: 2024-05-08T18:30:54.308Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.308Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-08T18:30:54.308Z	LogLevel: Info/Debug	Message: Ended processing an order
Timestamp: 2024-05-08T18:30:54.308Z	LogLevel: Debug	Message: Time taken to process order: 3ms
Timestamp: 2024-05-08T18:30:54.309Z	LogLevel: Info/Debug	Message: Started processing an order
Timestamp: 2024-05-08T18:30:54.309Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.309Z	LogLevel: Info	Message: calculated discount: 0.07
Timestamp: 2024-05-08T18:30:54.310Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.310Z	LogLevel: Info	Message: Failed qualification
Timestamp: 2024-05-08T18:30:54.310Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.310Z	LogLevel: Info	Message: calculated discount: 0.02
Timestamp: 2024-05-08T18:30:54.310Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.311Z	LogLevel: Info	Message: calculated discount: 0.15
Timestamp: 2024-05-08T18:30:54.311Z	LogLevel: Info	Message: Successful qualification
Timestamp: 2024-05-08T18:30:54.311Z	LogLevel: Info	Message: calculated discount: 0.05
Timestamp: 2024-05-08T18:30:54.311Z	LogLevel: Info/Debug	Message: Ended processing an order
